NOM_SITE,Annee,Mois,Temperature,Salinite,Oxygene,pH,NH4,NO3,NO2,PO4,SiO4,COP,MES,CHLA,DN15,DC13,CN
pK 67,2009,9,18.815,25.84,4.955,8.03,0.79,39.4,0.78,1.74,28,690,72.5,0.49,5.465,-24.535,8.575
pK 67,2009,10,18.015,26.61,5.22,8.12,0.21,28.6,0.72,1.07,24.2,660,98.05,0.7,5.28,-24.745,8.72
pK 67,2009,11,12.87,23.315,5.935,8.205,0.98,36.3,0.85,1.21,22,890,159.3,0.68,5.79,-24.905,8.885
pK 67,2010,1,6.8,23.47,6.71,8.19,0.86,66,0.07,1.19,48.3,950,65.2,0.86,5.37,-23.8,8.4
pK 67,2010,3,10.11,22.63,6.04,8.46,1.29,61.3,0.06,0.78,44.8,570,27.8,0.77,4.09,-24.87,9.16
pK 67,2010,4,13.78,16.525,5.99,8.025,2.14,50.6,0.1,1.16,40.4,560,55.1,0.96,5.09,-24.88,9.295
pK 67,2010,5,14.92,16.235,5.925,8.405,0.98,58.3,0.06,0.72,41.9,511,58.75,3.28,5.195,-24.67,8.09
pK 67,2010,6,19.515,18.28,5.1,8.12,1.19,40.6,0.17,0.7,29.1,620,54.95,3.12,5.655,-24.62,8.045
pK 67,2010,7,22.305,22.625,4.95,8.32,NA,25.1,0.16,0.47,27.7,470,33.25,5.68,5.195,-24.02,7.495
pK 67,2010,8,21.225,26.585,4.85,8.17,3.9,19.1,0.44,0.68,19.7,475,32.25,2.06,5.62,-24.57,7.335
pK 67,2010,9,19.155,26.6,5.01,8.04,1.4,16.3,0.54,0.45,16.2,510,71.5,2.02,5.78,-24.27,8.09
pK 67,2010,10,15.16,19.01,5.72,8.06,NA,NA,NA,NA,NA,NA,90.5,NA,4.54,-24.92,9.86
pK 67,2010,11,11.685,18.89,6.225,8.305,0.82,38.8,0.99,1.07,35,1344,159.45,0.97,5.56,-24.345,9.095
pK 67,2011,2,8.68,30.03,6.65,8.35,0.99,23.9,0.21,0.4,22.5,1250,53.3,0.99,4.821,-23.488,8.022
pK 67,2011,3,10.54,27.66,6.12,8.05,0.67,37.6,0.33,1.18,32,3320,66.4,1.3,NA,NA,NA
pK 67,2011,4,15.71,17.295,5.725,7.995,0.86,57.1,0.21,1.24,44.4,630,40.4,0.57,5.433,-24.636,7.282
pK 67,2011,5,18.795,23.565,5.46,8.175,0.44,25.4,0.34,0.81,21,405,50.65,2.8,4.79,-24.125,7.645
pK 67,2011,6,19.07,24.855,5.23,8.1,1.18,17.8,0.28,0.64,13.3,480,186.9,1.57,5.265,-24.275,7.73
pK 67,2011,7,19.38,24.805,5.335,8.145,1.14,17.2,0.55,1.18,22.7,365,33.8,3.21,5.545,-24.105,7.345
pK 67,2011,8,21.995,25.715,4.815,7.985,1.16,21.8,0.69,0.75,15.4,632,59.05,6.32,5.355,-23.91,7.905
pK 67,2011,9,20.015,25,5.305,7.975,0.164,30.2,1.29,1.06,24,570,74.65,2.4,5.33,-24.525,8.005
pK 67,2011,10,18.815,26.32,5.195,7.97,1.466,27.4,1.43,1.15,21.1,726,168.55,3,5.515,-24.58,8.08
pK 67,2011,11,14.925,24.975,5.28,8.13,0.52,38.2,1.38,1.2,34.1,NA,NA,1.77,NA,NA,NA
pK 67,2012,2,6.29,25.16,8.24,8.02,1.12,82.8,0.1,0.76,45,852,70.3,1.23,5.27,-24.42,8.16
pK 67,2012,3,9.44,28.3,7.57,8.2,1.62,58.4,0.12,0.56,29,1315,93.6,NA,3.96,-24.33,8.45
pK 67,2012,4,13.025,23.09,6.595,8.16,2.41,32.3,0.24,1,24.1,634,97.15,1.65,4.32,-25.17,8.87
pK 67,2012,5,14.765,18.45,6.42,8.1,2.073,45.11,0.21,1.05,44,1642,222.2,2.11,5.31,-24.985,8.835
pK 67,2012,6,18.375,17.095,5.76,7.06,0.686,55.74,0.22,1.14,46.7,782,67.65,2.61,6.15,-24.51,7.98
pK 67,2012,7,20.845,23.52,4.885,8.15,1.29,16,1.29,0.16,14.6,594,46.2,6.09,5.02,-22.9,7.59
pK 67,2012,8,23.1,22.03,8.45,8.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pK 67,2012,9,20.41,26.965,5.115,8.18,2.33,7.95,0.79,1.22,18.6,1054,79.95,2.94,6.15,-23.76,8.24
pK 67,2012,10,18.21,26.675,5.66,7.965,0.66,23.88,1.74,0.75,28.2,259,41.05,1.32,4.57,-24.52,8.02
pK 67,2012,11,13.38,23.32,6.37,8.03,0.378,37.19,1.21,0.21,34.5,674,56,1.65,4.71,-24.33,8.59
pK 67,2013,1,7.28,16.33,6.35,8.03,0.5,110.3,0.4,0.75,78.84,1087,56.3,0.83,6.61,-24.64,8.34
pK 67,2013,3,7.7,22.21,7.24,7.99,0.7,89,0.13,0.52,102.92,1405,79.46,1.32,5.133,-24.813,8.539
pK 67,2013,4,12.675,12.465,6.525,NA,0.6,79.2,0.15,0.59,60.82,1104,81.84,2.03,4.09,-24.55,8.76
pK 67,2013,5,14.85,15.735,5.965,NA,0.6,59.4,0.44,0.78,50.2,1061,88.26,3.04,6.36,-25.19,8.46
pK 67,2013,6,16.285,14.545,5.325,7.83,0.87,62.8,0.34,0.93,56.9,955,56.394,2.41,5.855,-24.917,8.8
pK 67,2013,7,20.225,19.74,4.775,7.975,0.88,43.3,0.14,0.55,36.76,316,36.481,3.16,4.59,-24.32,7.63
pK 67,2013,8,21.155,24.93,4.805,7.755,NA,19.19,0.6,0.64,26.34,672,145.442,2.25,4.75,-25.34,9.36
pK 67,2013,9,18.905,24.955,4.89,7.745,NA,17.85,0.46,0.63,25.74,587,54.9665,1.67,5.15,-24.36,8.55
pK 67,2013,10,18.46,25.645,5.765,7.745,NA,8.83,0.23,0.5,25.77,1451,70.9465,3.07,5.73,-24.5,8.23
pK 67,2013,11,13.465,15.655,6.69,7.85,0.1,42.1,0.45,1.6,49.3,660,161.15,1.12,5.41,-24.31,8.19
pK 67,2014,1,9.89,22.84,6.46,7.98,0.1,71.4,0.18,1.39,56.4,1265,68.886,0.7,5.6,-24.22,8.51
pK 67,2014,3,11.24,21.12,6.9,7.95,0.36,87.9,0.07,0.84,62.1,1195,64.25,1.37,5.34,-24.71,7.7
pK 67,2014,4,14.86,13.85,5.49,7.88,NA,NA,NA,NA,NA,NA,146.667,NA,NA,NA,NA
pK 67,2014,5,14.96,16.04,5.835,7.9,0.73,71.5,0.06,0.86,56.7,919,55.0665,2.13,4.79,-24.42,7.84
pK 67,2014,6,21.65,21.525,4.835,8.055,0.71,41,0.14,0.65,28.3,553,84.525,3.86,4.768,-23.661,7.033
pK 67,2014,7,21.4,21.315,5.28,7.995,1.06,27.53,0.3,0.37,25,471,17.235,5.44,3.453,-23.521,7.2
pK 67,2014,8,20.8,17.39,5.09,8.01,NA,NA,NA,NA,NA,NA,103.3,NA,NA,NA,NA
pK 67,2014,9,20.315,24.445,5.135,8.015,0.1,25.35,0.78,0.78,27.7,933.55,96.9335,5.08,5.71,-24.31,8.06
pK 67,2014,10,18.235,23.03,NA,8,0.1,31.24,0.66,1.04,32.5,591.56,37.475,1.85,7.373,-24.481,7.735
pK 67,2014,11,13.81,23.085,5.65,8.075,0.14,34.2,0.91,1.02,28.63,523,93.1375,1.75,6.42,-24.011,8.943
pK 67,2015,1,10.24,23.42,6.9,8.15,1.15,52.2,0.16,1.07,47.5,860,41.743,0.96,2.98,-24.52,8.41
pK 67,2015,3,9.02,17.91,7,8.02,1.17,90.4,0.11,1.09,67.6,1520,95.1,1.32,NA,NA,NA
pK 67,2015,4,12.965,17.495,6.345,7.96,0.64,64.2,0.33,0.92,51.3,616,104.03,NA,6.38,-24.51,8.45
pK 67,2015,5,16.905,14.935,5.905,8.025,0.23,54.1,0.11,0.72,46.1,406,50.522,5.48,5.24,-23.54,6.44
pK 67,2015,6,18.96,22.14,4.965,7.98,0.48,35.4,0.15,1.12,41.4,571,43.86,3.19,6.86,-23.87,8.01
pK 67,2015,7,21.12,24.305,4.87,8.02,0.98,25.4,0.28,0.59,29.9,622,42.465,2.47,5.17,-24.22,8.12
pK 67,2015,8,20.675,25.685,4.815,7.865,2.45,17,0.73,0.67,17.3,575,52.879,2,5.26,-24.31,7.84
pK 67,2015,9,20.96,25.53,4.67,7.95,NA,NA,NA,NA,29.7,800,48.455,1.87,5.63,-24.36,8.4
pK 67,2015,10,16.84,25.095,5.4,8.03,NA,NA,NA,NA,24.84,443,77.1835,1.34,4.41,-24.57,7.59
pK 67,2015,11,14.805,24.075,5.605,8.04,NA,NA,NA,NA,29.3,1024,61.235,2.76,5.2,-24.65,7.81
pK 67,2016,3,9.55,17.14,6.52,8.04,NA,NA,NA,NA,76.84,NA,68.72,1.29,6.26,-24.96,7.92
pK 67,2016,4,13.405,16.965,6.085,7.97,NA,NA,NA,NA,48.47,NA,53.5925,1.35,6.58,-24.52,7.68
pK 67,2016,5,15.25,15.995,5.885,7.98,NA,NA,NA,NA,37.02,NA,70.4065,2.75,7.12,-24.74,7.62
pK 67,2016,6,19.205,14.035,5.185,7.965,NA,NA,NA,NA,63.1,NA,18.107,0.77,6.81,-24.43,7
pK 67,2016,7,21.125,19.275,4.6,8.01,NA,NA,NA,NA,46.79,NA,52.9785,1.23,5.64,-24.21,7.2
pK 67,2016,8,20.815,25.005,5.69,8.055,NA,NA,NA,NA,28.04,NA,18.925,4.255,5.68,-24.45,6.04
pK 67,2016,9,21.28,26.785,4.58,NA,NA,NA,NA,NA,22.67,NA,72.175,4.485,5.96,-24.63,7.57
pK 67,2016,10,17.6245,25.4985,4.21,8.08,NA,NA,NA,NA,33.64,NA,17.04,2.19,5.16,-24.48,7.16
Point B,1997,1,13.151,37.654,NA,NA,NA,0.84,0.31,0.01,2.36,NA,NA,0.54,NA,NA,NA
Point B,1997,2,13.3715,37.6765,NA,NA,NA,0.65,0.215,0.05,2.03,NA,NA,0.565,NA,NA,NA
Point B,1997,3,14.0465,37.819,81.445,NA,NA,0.14,0.005,0.025,1.91,NA,NA,0.45,NA,NA,NA
Point B,1997,4,15.077,37.836,79.79,NA,NA,0,0,0,1.03,NA,NA,0.34,NA,NA,NA
Point B,1997,5,17.367,37.801,76.3,NA,NA,0.08,0.01,0,0.89,NA,NA,0.29,NA,NA,NA
Point B,1997,6,20.561,37.69,83.095,NA,NA,0.035,0,0,1.045,NA,NA,0.225,NA,NA,NA
Point B,1997,7,23.672,37.868,73.32,NA,NA,0.01,0,0,1.15,NA,NA,0.22,NA,NA,NA
Point B,1997,8,24.985,37.927,49.295,NA,NA,0.1,0,0.03,1.31,NA,NA,0.22,NA,NA,NA
Point B,1997,9,23.69,37.9505,NA,NA,NA,0.015,0,0,0.805,NA,NA,0.155,NA,NA,NA
Point B,1997,10,22.58,38.142,NA,NA,NA,0.1,0.01,0,0.75,NA,NA,0.22,NA,NA,NA
Point B,1997,11,17.495,37.9345,NA,NA,NA,0.24,0.1,0.015,1.19,NA,NA,0.245,NA,NA,NA
Point B,1997,12,15.776,37.93,NA,NA,NA,0.19,0.24,0.01,0.95,NA,NA,0.26,NA,NA,NA
Point B,1998,1,14.486,37.876,86.54,NA,NA,0.45,0.31,0.02,0.42,NA,NA,0.28,NA,NA,NA
Point B,1998,2,13.963,37.8985,80.41,NA,NA,0.225,0.165,0.04,0.95,NA,NA,0.325,NA,NA,NA
Point B,1998,3,14.065,37.8915,89.4,NA,NA,0.195,0.075,0.01,0.84,NA,NA,0.38,NA,NA,NA
Point B,1998,4,14.281,37.891,92.4,NA,NA,0.22,0.04,0.03,0.65,NA,NA,0.4,NA,NA,NA
Point B,1998,5,18.6395,37.4895,85.43,NA,NA,0.25,0,0.015,0.92,NA,NA,0.445,NA,NA,NA
Point B,1998,6,21,37.7415,88.89,NA,NA,0.06,0.015,0.02,0.94,NA,NA,0.305,NA,NA,NA
Point B,1998,7,24.132,37.984,88.35,NA,NA,0,0.03,0.01,0.93,NA,NA,0.27,NA,NA,NA
Point B,1998,8,25.251,38.078,84.445,NA,NA,0.235,0.025,0.015,0.63,NA,NA,0.345,NA,NA,NA
Point B,1998,9,22.814,38.081,82.57,NA,NA,0.135,0.01,0.005,0.825,NA,NA,0.255,NA,NA,NA
Point B,1998,10,19.509,37.812,83.4,NA,NA,0,0.02,0.005,1.13,NA,NA,0.37,NA,NA,NA
Point B,1998,11,17.362,38.0335,83.6,NA,NA,0.4,0,0,0.485,NA,NA,0.225,NA,NA,NA
Point B,1998,12,14.6295,38.1335,76.93,NA,NA,0.675,0.12,0.02,0.83,NA,NA,0.175,NA,NA,NA
Point B,1999,1,13.5975,38.0635,66.145,NA,NA,1.04,0.18,0.025,1.135,NA,NA,0.26,NA,NA,NA
Point B,1999,2,13.034,38.1085,65.52,NA,NA,1.635,0.185,0.045,1.295,NA,NA,0.295,NA,NA,NA
Point B,1999,3,13.189,38.154,69.69,NA,NA,0.97,0.14,0,1.24,NA,NA,0.6,NA,NA,NA
Point B,1999,4,13.881,37.965,98.26,NA,NA,0.49,0.15,0.04,1.15,NA,NA,0.42,NA,NA,NA
Point B,1999,5,17.4495,37.6345,86.135,NA,NA,0.035,0.01,0.035,0.675,NA,NA,0.54,NA,NA,NA
Point B,1999,6,21.7605,37.787,51.73,NA,NA,0.1,0,0,0.5,NA,NA,0.235,NA,NA,NA
Point B,1999,7,24.053,38.12,NA,NA,NA,0,0,0,0.75,NA,NA,0.18,NA,NA,NA
Point B,1999,8,25.0585,38.243,NA,NA,NA,0,0,0.025,0.525,NA,NA,0.24,NA,NA,NA
Point B,1999,9,24.138,38.327,104.29,NA,NA,0,0,0,0.58,NA,NA,0.2,NA,NA,NA
Point B,1999,10,21.422,38.2375,101.165,NA,NA,0.04,0.045,0.01,0.905,NA,NA,0.26,NA,NA,NA
Point B,1999,11,18.9215,38.046,95.1,NA,NA,0.035,0.1,0,0.93,NA,NA,0.255,NA,NA,NA
Point B,1999,12,15.082,38.086,105.265,NA,NA,0,0.17,0.07,1.01,NA,NA,0.23,NA,NA,NA
Point B,2000,1,13.578,38.1425,112.18,NA,NA,0.885,0.265,0.07,1.57,157.978,NA,0.155,NA,NA,NA
Point B,2000,2,13.126,38.1545,110.525,NA,NA,1.405,0.22,0.095,0.79,85.108,NA,0.545,NA,NA,NA
Point B,2000,3,13.446,38.153,116.47,NA,NA,0.1,0.09,0.27,0.8,148.742,NA,0.51,NA,NA,NA
Point B,2000,4,13.7475,37.8725,116.385,NA,NA,0.33,0.12,0.02,0.955,152.71,NA,0.545,NA,NA,NA
Point B,2000,5,17.5,37.834,119.84,NA,NA,0,0,0,0.32,193.978,NA,0.31,NA,NA,NA
Point B,2000,6,22.9895,37.915,117.205,NA,NA,0,0,0,0.36,217.2895,NA,0.21,NA,NA,NA
Point B,2000,7,22.6025,38.1225,117.885,NA,NA,0.245,0.02,0,0.12,246.423,NA,0.155,NA,NA,NA
Point B,2000,8,25.263,38.205,117.85,NA,NA,0.14,0.015,0,0.295,228.6615,NA,0.2,NA,NA,NA
Point B,2000,9,23.014,38.282,116,NA,NA,0,0,0,0.41,113.79,NA,0.21,NA,NA,NA
Point B,2000,10,19.912,37.817,111.94,NA,NA,0.56,0.02,0.11,1.53,128.203,NA,0.32,NA,NA,NA
Point B,2000,11,17.577,37.862,111.25,NA,NA,0.35,0.1,0,1.19,188.5,NA,0.3,NA,NA,NA
Point B,2000,12,16.319,38.001,112.49,NA,NA,0.23,0.14,0,0.82,142.823,NA,0.38,NA,NA,NA
Point B,2001,1,14.234,37.921,112.7,NA,NA,0.9,0.365,0.01,1.16,102.1545,NA,0.345,NA,NA,NA
Point B,2001,2,13.808,37.963,111.93,NA,NA,0.39,0.3,0,1.38,120.233,NA,0.63,NA,NA,NA
Point B,2001,3,13.948,37.988,111.675,NA,NA,0.59,0.25,0.035,0.955,130.823,NA,0.28,NA,NA,NA
Point B,2001,4,14.96,37.9505,115.135,NA,NA,0.25,0.12,0.015,0.86,108.4505,NA,0.29,NA,NA,NA
Point B,2001,5,17.1595,37.6965,117.845,NA,NA,0.08,0.04,0.01,0.55,155.443,NA,0.53,NA,NA,NA
Point B,2001,6,21.018,37.965,122.25,NA,NA,0.15,0.02,0.02,0.32,122.758,NA,0.15,NA,NA,NA
Point B,2001,7,23.889,38.0125,119.445,NA,NA,0.12,0.015,0.01,1.285,156.6415,NA,0.19,NA,NA,NA
Point B,2001,8,25.102,38.1355,117.17,NA,NA,0.005,0.025,0.02,1.535,163.663,NA,0.205,NA,NA,NA
Point B,2001,9,20.969,38.204,95.17,NA,NA,1.55,0.08,0.07,1.4,141.848,NA,0.22,NA,NA,NA
Point B,2001,10,21.039,38.147,93.87,NA,NA,0,0.04,0.05,0.99,145.733,NA,0.17,NA,NA,NA
Point B,2001,11,17.707,38.0485,93.61,NA,NA,0.09,0.1,0.075,0.785,123.8405,NA,0.17,NA,NA,NA
Point B,2001,12,15.8725,38.0855,89.35,NA,NA,0.21,0.23,0.06,0.785,98.7105,NA,0.145,NA,NA,NA
Point B,2002,1,13.829,38.172,5.31,NA,NA,1.15,0.42,0.07,0.9,83.71,NA,0.19,NA,NA,NA
Point B,2002,2,13.327,37.985,5.92,NA,NA,1.21,0.25,0.07,1.72,89.98,NA,0.98,NA,NA,NA
Point B,2002,3,13.383,38.048,5.87,NA,NA,1.21,0.16,0.02,1.68,93.47,NA,0.27,NA,NA,NA
Point B,2002,4,14.612,37.94,5.83,NA,NA,1.19,0.01,0.03,0.8,110.91,NA,0.35,NA,NA,NA
Point B,2002,5,18.32,37.4835,5.65,NA,NA,0.145,0,0.01,0.735,183.795,NA,0.375,NA,NA,NA
Point B,2002,6,20.8305,37.5685,5.28,NA,NA,0.095,0.005,0.02,0.905,171.42,NA,0.255,NA,NA,NA
Point B,2002,7,23.942,37.668,5.09,NA,NA,0,0,0.02,0.54,170.66,NA,0.21,NA,NA,NA
Point B,2002,8,23.911,37.7715,4.955,NA,NA,0,0,0.03,0.78,173.71,NA,0.15,NA,NA,NA
Point B,2002,9,23.2105,37.748,4.94,NA,NA,0.515,0,0.01,0.725,131.56,NA,0.175,NA,NA,NA
Point B,2002,10,20.562,37.77,5.01,NA,NA,0.78,0,0.01,0.32,114.12,NA,0.275,NA,NA,NA
Point B,2002,11,17.7235,37.7645,5.06,NA,NA,0.41,0.03,0.03,1,107.83,NA,0.29,NA,NA,NA
Point B,2002,12,15.824,37.827,5.34,NA,NA,0.53,0.19,0.03,0.7,83.615,NA,0.3,NA,NA,NA
Point B,2003,1,14.23,37.918,5.405,NA,NA,1.23,0.2,0.035,2.71,86.175,NA,0.305,NA,NA,NA
Point B,2003,2,13.3495,38.0495,5.42,NA,NA,1.745,0.22,0.04,1.535,123.94,NA,0.245,NA,NA,NA
Point B,2003,3,13.5915,38.1025,5.805,NA,NA,0.515,0.095,0.02,0.995,109.59,NA,0.395,NA,NA,NA
Point B,2003,4,13.777,38,5.775,NA,NA,0.56,0.08,0.01,0.66,96.04,NA,0.25,NA,NA,NA
Point B,2003,5,18.984,37.752,5.4,NA,NA,0.39,0.025,0,0.625,90.77,NA,0.19,NA,NA,NA
Point B,2003,6,24.654,37.75,5.315,NA,NA,0.18,0,0,1.64,128.405,NA,0.205,NA,NA,NA
Point B,2003,7,26.454,38.135,4.91,NA,NA,0.4,0.01,0.02,0.62,173.9,NA,0.15,NA,NA,NA
Point B,2003,8,27.663,38.1785,4.75,NA,NA,0.79,0.015,0.22,0.41,141.125,NA,0.245,NA,NA,NA
Point B,2003,9,23.071,38.201,5.03,NA,NA,0.15,0.01,0.03,0.1,76.12,NA,0.14,NA,NA,NA
Point B,2003,10,19.238,38.167,5.275,NA,NA,0.235,0,0,0.87,135.59,NA,0.23,NA,NA,NA
Point B,2003,11,16.802,38.014,5.21,NA,NA,0.375,0.01,0.005,0.57,79.67,NA,0.29,NA,NA,NA
Point B,2003,12,16.038,37.983,4.87,NA,NA,0.53,0.095,0.015,0.725,51.84,NA,NA,NA,NA,NA
Point B,2004,1,14.177,38.042,5.48,NA,NA,0.63,0.19,0.04,0.74,49.32,NA,0.235,NA,NA,NA
Point B,2004,2,13.417,38.1045,5.47,NA,NA,1.13,0.235,0.02,0.43,55.8,NA,0.31,NA,NA,NA
Point B,2004,3,13.153,38.1,5.57,NA,NA,1.07,0.19,0.01,0.38,58.635,NA,0.35,NA,NA,NA
Point B,2004,4,13.973,37.8725,5.835,NA,NA,0.595,0.105,0.01,0.32,63.17,NA,0.125,NA,NA,NA
Point B,2004,5,16.414,37.6575,5.68,NA,NA,0.235,0.05,0.01,1.055,80.24,NA,0.27,NA,NA,NA
Point B,2004,6,20.379,37.88,5.21,NA,NA,0.26,0.01,0.01,1.06,90.11,NA,0.2,NA,NA,NA
Point B,2004,7,24.8855,37.968,5.1,NA,NA,0.165,0.015,0.01,1.17,80.34,NA,0.12,NA,NA,NA
Point B,2004,8,25.051,38.252,4.93,NA,NA,0.12,0.02,0.08,1.16,90.11,NA,0.12,NA,NA,NA
Point B,2004,9,23.582,38.3205,4.925,NA,NA,0.15,0.01,0.065,1.105,62.2195,NA,0.11,NA,NA,NA
Point B,2004,10,20.906,38.2965,5.105,NA,NA,0,0,0.02,1.29,101.831,NA,0.165,NA,NA,NA
Point B,2004,11,18.429,38.0945,5.29,NA,NA,0.12,0.03,0.01,1.44,72.54,NA,0.23,NA,NA,NA
Point B,2004,12,16.0295,38.141,5.44,NA,NA,0.305,0.11,0.01,0.89,66.844,NA,0.19,NA,NA,NA
Point B,2005,1,14.779,38.062,5.545,NA,NA,0.61,0.245,0,1.035,82.03,NA,0.195,NA,NA,NA
Point B,2005,2,13.2535,38.181,5.545,NA,NA,1.49,0.19,0.055,1.285,42.093,NA,0.275,NA,NA,NA
Point B,2005,3,13.041,38.24,5.75,NA,NA,1.56,0.15,0.04,1.43,82.39,NA,0.48,NA,NA,NA
Point B,2005,4,13.9935,38.14,5.84,NA,NA,0.065,0.01,0,0.97,68.29,NA,0.485,NA,NA,NA
Point B,2005,5,18.206,37.846,5.64,NA,NA,0,0,0.01,1.93,61.97,1.27,0.14,NA,NA,NA
Point B,2005,6,21.794,38.209,5.255,NA,NA,0.265,0.03,0,1.365,118.025,1.32,0.23,NA,NA,NA
Point B,2005,7,23.9005,38.2465,5.005,NA,NA,0.31,0,0.015,1.03,111.845,1.225,0.175,NA,NA,NA
Point B,2005,8,24.334,38.451,4.83,NA,NA,0,0.02,0,1.35,86.135,1.05,0.16,NA,NA,NA
Point B,2005,9,22.868,38.37,4.9,NA,NA,2.705,0.015,0,1.255,88.05,5.61,0.28,NA,NA,NA
Point B,2005,10,20.5175,38.356,5.055,NA,NA,0.245,0.005,0,1.215,83.915,1.86,0.245,NA,NA,NA
Point B,2005,11,19.165,38.261,5.17,NA,NA,0.1,0.01,0,0.89,NA,1.59,0.34,NA,NA,NA
Point B,2005,12,15.1975,38.1635,5.39,NA,0.1,0.52,0.025,0,1.69,NA,3.03,0.315,NA,NA,NA
Point B,2006,1,13.274,38.193,5.47,NA,NA,1.36,0.14,0.01,1.18,53.4,2.022,0.26,NA,NA,NA
Point B,2006,2,12.745,38.2025,5.5,NA,NA,3.09,0.12,0.04,2.08,78.5,2.087,0.445,NA,NA,NA
Point B,2006,3,12.657,38.197,5.79,NA,NA,2.91,0.16,0.06,1.71,67.75,1.6975,0.73,NA,NA,NA
Point B,2006,4,14.348,38.0555,6.065,8.26,NA,NA,NA,NA,NA,116.65,3.1495,0.87,NA,NA,NA
Point B,2006,5,18.093,38.065,5.77,8.12,NA,5.91,0.27,0.29,5.25,128.3,2.972,0.2,NA,NA,NA
Point B,2006,6,20.3965,38.2215,5.54,8.18,NA,0.565,0,0.075,1.88,146.55,3.7685,0.21,NA,NA,NA
Point B,2006,7,25.6545,38.2795,NA,NA,NA,0.18,0,0.08,2.045,125.8,3.4805,0.2,NA,NA,NA
Point B,2006,8,23.674,38.324,5.03,NA,NA,0.2,0,0.08,2.72,166.3,3.402,0.16,NA,NA,NA
Point B,2006,9,22.9035,38.413,NA,NA,NA,0.245,0,0.085,2.06,52.65,NA,0.325,NA,NA,NA
Point B,2006,10,21.207,38.23,NA,NA,NA,0.32,0,0.07,1.6,47.85,3,0.28,NA,NA,NA
Point B,2006,11,19.2225,38.261,5.49,8.145,NA,0.15,0.01,0.075,1.715,70.15,5.32,0.375,NA,NA,NA
Point B,2006,12,17.516,38.116,5.44,8.205,NA,0.4,0.025,0.075,1.335,21.35,16.77,0.31,NA,NA,NA
Point B,2007,1,15.4345,38.196,5.645,NA,NA,0.44,0.2,0.1,1.77,56.95,23.219,0.36,NA,NA,NA
Point B,2007,2,14.38,38.1355,NA,NA,NA,0.68,0.34,0.09,2.2,49.1,21.35,0.45,NA,NA,NA
Point B,2007,3,14.3015,38.0445,5.945,NA,NA,0.335,0.03,0.085,1.5,56.7,23.08,0.65,NA,NA,NA
Point B,2007,4,15.772,38.005,5.89,8.065,NA,0.63,0.275,0.08,8.15,98.85,20.13,0.6,NA,NA,NA
Point B,2007,5,18.821,37.537,5.65,8.09,NA,0.365,0,0.095,1.675,72.7,4.885,0.41,NA,NA,NA
Point B,2007,6,20.8615,37.6475,5.43,8.045,NA,0.22,0,0,1.32,39,NA,0.205,NA,NA,NA
Point B,2007,7,22.708,37.878,5.09,8.01,NA,0.13,0,0.01,1.55,57.3,NA,0.2,NA,NA,NA
Point B,2007,8,23.768,37.9825,4.78,8.04,NA,0.075,0.025,0.03,1.275,NA,NA,0.22,NA,NA,NA
Point B,2007,9,22.4185,38.1715,4.79,8.03,NA,0.14,0.03,0.025,0.95,188.8,NA,0.2,NA,NA,NA
Point B,2007,10,20.723,38.128,4.98,8.07,NA,0.01,0.03,0.03,0.925,59.7,NA,0.22,NA,NA,NA
Point B,2007,11,17.134,38.066,5.125,8.03,NA,0.08,0.05,0.06,1.09,66.55,NA,0.25,NA,NA,NA
Point B,2007,12,15.784,38.096,5.16,8.02,NA,0.13,0.13,0.02,0.98,62.65,NA,0.29,NA,NA,NA
Point B,2008,1,13.736,37.988,5.65,8.09,NA,0.61,0.3,0.03,1.32,55.8,3.02,0.32,NA,NA,NA
Point B,2008,2,13.5325,38.064,5.805,8.09,NA,0.35,0.225,0.03,1.09,66.6,5.47,0.61,NA,NA,NA
Point B,2008,3,13.5775,38.082,5.93,8.09,NA,0.32,0.21,0.055,1.52,100.4,15.795,0.57,NA,NA,NA
Point B,2008,4,13.814,37.899,5.99,8.08,NA,0.24,0.08,0.08,1.66,110.1,8.705,0.54,NA,NA,NA
Point B,2008,5,17.633,37.7895,5.6,8.085,NA,0.29,0.1,0.29,2.64,104.7,6.41,0.275,NA,NA,NA
Point B,2008,6,20.9755,37.26,5.395,8.105,NA,0.26,0.07,0.41,2.79,117.55,9.925,0.39,NA,NA,NA
Point B,2008,7,23.715,37.766,5.12,8.115,NA,0.21,0.1,0.42,1.3,94.7,6.23,0.27,NA,NA,NA
Point B,2008,8,25.156,38.167,4.91,8.1,NA,0.245,0.07,0.455,1.605,NA,4.7,0.14,NA,NA,NA
Point B,2008,9,22.766,38.323,5.01,8.15,NA,0.32,0.07,0.57,1.4,NA,6,0.14,NA,NA,NA
Point B,2008,10,20.1945,38.356,5.53,8.16,NA,0.32,0.07,0.335,1.045,NA,5.58,0.21,NA,NA,NA
Point B,2008,11,18.453,38.094,4.89,8.16,NA,NA,NA,NA,NA,NA,7.085,0.135,NA,NA,NA
Point B,2008,12,15.731,37.8415,5.53,8.18,NA,NA,NA,NA,NA,NA,6.69,0.2,NA,NA,NA
Point B,2009,1,14.361,38.036,5.24,8.11,NA,1.425,0.11,0.02,1.315,75.23,12.44,0.275,NA,NA,NA
Point B,2009,2,13.601,37.9425,5.105,8.11,NA,1.88,0.145,0.07,2.27,166.55,6.85,0.49,NA,NA,NA
