NOM_SITE,Annee,Mois,Temperature,Salinite,Oxygene,pH,NH4,NO3,NO2,PO4,SiO4,COP,MES,CHLA,DN15,DC13,CN
Comprian,2012,6,20.9085,31.8355,5.045,7.97,2.544,6.5,0.395,0.635,10.3,465.5,7.9625,2.33,3.59,-20.395,7.805
Comprian,2012,7,22.375,32.67,4.965,7.945,2.6925,1.225,0.265,0.335,9.75,412,3.29,1.77,3.335,-21.615,7.86
Comprian,2012,8,22.8925,34.3535,4.835,8.005,4.075,1.04,0.23,0.165,10,545.5,3.68,1.725,4.94,-21.69,8.058
Comprian,2012,9,19.863,34.857,5.005,7.95,2.973,2.14,0.365,0.37,11.75,725.5,13.085,1.675,4.125,-19.86,8.265
Comprian,2012,10,18.024,33.5375,5.145,7.905,5.8245,4.655,0.45,0.455,13.305,220,2.68,1.07,3.27,-20.665,7.74
Comprian,2012,11,12.7335,32.5385,5.945,7.93,3.7135,8.965,0.525,0.22,17.35,399,4.74,1.7,4.13,-20.705,8.25
Comprian,2012,12,10.142,30.4545,6.37,7.895,3.1935,15.77,0.49,0.225,18.81,283,5.57,1.285,3.85,-20.18,8.545
Comprian,2013,1,8.8635,27.168,6.85,7.94,NA,33.74,0.655,0.36,35.35,354,5.33,0.99,3.45,-21.785,9.21
Comprian,2013,2,9.314,24.1265,6.84,7.95,3.34,40.47,0.515,0.31,43.89,446.5,29.2,1.305,5.515,-23.03,8.44
Comprian,2013,3,10.688,27.9825,6.825,8.025,4.355,19.7,0.26,0.125,23.315,286.5,3.0825,2.755,5.46,-23.62,6.4
Comprian,2013,4,13.305,28.9775,6.23,8.035,2.025,14.3,0.19,0.09,20.97,426.5,3.225,2.375,4.82,-22.4,6.625
Comprian,2013,5,14.85,29.365,5.91,8.04,2.58,12.4,0.33,0.13,18.11,300,3.375,2.68,5.62,-21.73,6.72
Comprian,2013,6,20.138,25.211,6.5,8.04,6.08,19.9,0.5,0.1,23.72,355,3.62,1.86,6.28,-22.22,6.09
Comprian,2013,7,23.003,29.835,6,8.01,4.98,13.1,0.54,0.14,16.77,296,3.315,2.43,4.48,-22.21,7.03
Comprian,2013,8,21.6835,32.37,5.055,8.015,2.84,2.78,0.325,0.13,9.795,292.5,3.8025,2.715,5.69,-21.265,6.165
Comprian,2013,9,19.575,33.3805,5.485,8.085,NA,1.085,0.245,0.09,8.48,263,4.3725,2.16,5.14,-20.625,6.595
Comprian,2013,10,17.063,33.12,6.02,8.05,NA,2.07,0.29,0.17,12.94,290,3.05,0.64,6.11,-21.36,7.05
Comprian,2013,11,8.738,28.886,5.755,8.02,2.95,16.265,0.58,0.285,23.85,361.5,4.935,0.825,4.805,-20.93,8.44
Comprian,2013,12,7.9,31.29,6.17,NA,0.7,18.97,0.49,0.23,21.8,143.9,2.71,0.93,4,-22.49,7.54
Comprian,2014,1,10.4425,28.1575,6.795,7.96,2.45,28.855,0.59,0.3,32,327.2,3.4915,1,5.125,-21.445,8.355
Comprian,2014,2,11.1,25.7,5.35,7.98,2.7,34.5,0.31,0.53,34,268.4,3.63,0.9,3.85,-22.21,9.38
Comprian,2014,3,12.183,26.4755,5.32,8.02,3.15,33.87,0.405,0.26,33.9,473.55,5.525,3.08,5.73,-21.86,7.52
Comprian,2014,4,15.3795,27.354,6.605,8.01,1.545,15.8,0.235,0.055,20,256,2.81,1.545,6.21,-23.46,6.645
Comprian,2014,5,15.669,29.196,6.42,8.11,2.12,8.5,0.22,0.03,13.5,402,1.86,1.44,NA,NA,NA
Comprian,2014,6,21.6,31.7,5.22,8.075,1.65,3.4,0.135,0.02,8.95,319,3.6875,1.89,5.22,-21.055,6.17
Comprian,2014,7,22.566,32.386,5.035,8.02,0.75,2.85,0.15,0.04,9.5,451.57,2.6375,2.475,6.185,-21.485,6.795
Comprian,2014,8,21.992,33.314,5.07,8.1,0.15,1.6,0.1,0.04,8.3,298.69,2.065,1.47,6.39,-21.76,6.77
Comprian,2014,9,21.093,33.952,5.22,8,0.669,0.86,0.09,0.06,6.8,252.54,1.66,2.3,4.8,-21.58,6.21
Comprian,2014,10,18.221,33.938,5.4,8.04,1.26,1.44,0.13,0.1,7.9,253.9,2.735,1.34,5.81,-21.05,6.94
Comprian,2014,11,12.979,32.034,6.61,8.06,3.094,3.32,0.23,0.15,13.02,449,9.19,1.42,2.1,-19.81,8.81
Comprian,2014,12,12.413,32.1015,6.315,7.91,3.068,9.975,0.495,0.175,17.88,393.5,3.17,1.495,4.615,-20.81,8.2
Comprian,2015,1,9.103,30.1205,6.685,7.96,1.6535,18.7,0.54,0.18,21.8,177,2.46,0.965,3.615,-22.21,8.555
Comprian,2015,2,7.8365,27.06,6.785,7.96,1.705,29.15,0.3,0.175,28.9,410.5,4.53,1.63,5.63,-22.89,7.525
Comprian,2015,3,11.2015,27.221,6.44,7.955,1.5955,28.15,0.405,0.265,29.1,301,8.12,1.54,6.36,-23.005,6.91
Comprian,2015,4,14.3625,30.489,5.875,7.97,1.3895,10.4,0.215,0.05,12.85,325.5,4.5025,1.65,6.57,-22.16,7.76
Comprian,2015,5,18.2325,31.0215,5.58,7.945,1.6705,8,0.24,0.035,14.6,393,5.1165,1.79,5.775,-21.83,7.1
Comprian,2015,6,21.009,32.2685,5.08,7.95,1.1795,2.85,0.18,0.02,11.3,363.5,3.8675,1.635,5.325,-22.41,7
Comprian,2015,7,NA,NA,4.865,7.915,0.6975,0.9,0.09,0.075,11.1,347.5,3.1075,2.105,5.43,-21.62,7.035
Comprian,2015,8,22.0095,33.696,4.735,7.935,1.9645,1.8,0.215,0.165,12.25,317,3.221,2.315,5.795,-21.89,6.745
Comprian,2015,9,19.475,33.896,5.24,8,2.863,NA,NA,NA,10.15,335,3.8725,1.315,4.215,-21.285,8.19
Comprian,2015,10,15.97,34.0345,5.475,8,1.9155,NA,NA,NA,6.41,466,3.5575,1.54,3.09,-21.185,7.815
Comprian,2015,11,15.1885,34.0905,5.435,7.965,1.4945,NA,NA,NA,7.655,241,3.165,1.69,4.64,-21.685,7.925
Comprian,2015,12,11.74,33.39,5.805,7.965,2.1165,NA,NA,NA,10.645,NA,4.4635,0.795,1.205,-21.875,7.56
Comprian,2016,1,10.1305,29.931,6.14,7.975,2.9745,NA,NA,NA,22.14,NA,8.465,1.28,5.51,-21.14,8.1
Comprian,2016,2,9.883,26.232,6.52,7.96,2.993,NA,NA,NA,33.05,NA,7.96,1.79,4.37,-21.3,9.3
Comprian,2016,3,10.746,27.21,6.2,7.97,1.071,NA,NA,NA,28.78,NA,4.88,2.01,5.01,-22.53,7.41
Comprian,2016,4,14.088,29.872,5.82,7.945,1.392,NA,NA,NA,14.94,NA,4.515,2.88,5.645,-22.12,7.43
Comprian,2016,5,18.168,30.214,5.305,7.9,2.052,NA,NA,NA,12.565,NA,6.883,3.035,4.925,-21.295,7.935
Comprian,2016,6,21.4,31.51,5.035,7.985,0.701,NA,NA,NA,10.875,NA,4.535,1.25,4.795,-21.49,6.67
Comprian,2016,7,22.556,33.085,4.73,7.95,1.0435,NA,NA,NA,12.795,NA,4.573,1.905,6.75,-21.35,6.135
Comprian,2016,8,21.898,34.004,4.76,7.89,1.2955,NA,NA,NA,11.87,NA,3.787,1.54,6.618,-21.9095,6.3525
Comprian,2016,9,20.411,33.712,5.04,7.94,2.933,NA,NA,NA,11.28,NA,2.795,1.17,5.47,-22.13,7.39
Comprian,2016,11,12.7365,33.5615,5.9,7.845,2.169,NA,NA,NA,7.625,NA,8.045,1.235,NA,NA,NA
Comprian,2016,12,9.8195,33.1955,6.305,7.985,2.2335,NA,NA,NA,9.205,NA,3.7325,NA,NA,NA,NA
Estacade,1997,1,8.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estacade,1997,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estacade,1997,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estacade,1997,4,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estacade,1997,6,15.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estacade,1997,7,16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estacade,1997,8,17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estacade,1997,9,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estacade,1997,10,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estacade,1997,11,12.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estacade,1997,12,11.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estacade,1998,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estacade,1998,2,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estacade,1998,3,10.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estacade,1998,4,10.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estacade,1998,6,14.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estacade,1998,7,15.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estacade,1998,8,16.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estacade,1998,9,16.15,NA,NA,NA,999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estacade,1998,10,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estacade,1998,11,11.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estacade,1998,12,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estacade,1999,1,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estacade,1999,2,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estacade,1999,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estacade,1999,4,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estacade,1999,5,13.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estacade,1999,6,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estacade,1999,7,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estacade,1999,8,16.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estacade,1999,9,16.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estacade,1999,10,14.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estacade,2000,2,11.175,35.008,6.5,NA,0.155,15.765,0.255,0.405,5.625,NA,NA,0.245,NA,NA,NA
Estacade,2000,3,10.1,34.9455,6.52,NA,0.28,12.775,0.33,0.37,5.235,NA,NA,0.485,NA,NA,NA
Estacade,2000,4,10.425,34.9915,6.295,NA,0.325,7.76,0.225,0.21,2.405,NA,NA,0.235,NA,NA,NA
Estacade,2000,5,12.25,34.82,6.285,NA,0.52,5.045,0.275,0.09,2.985,NA,NA,1.165,NA,NA,NA
Estacade,2000,6,14.475,34.8055,7.045,NA,0.2,2.345,0.18,0.1,1.99,NA,NA,0.695,NA,NA,NA
Estacade,2000,7,15.35,35.2585,5.815,NA,0.22,3.26,0.26,0.09,2.425,NA,NA,0.835,NA,NA,NA
Estacade,2000,8,16.2,35.4055,6.31,NA,0.235,2.115,0.245,0.075,3.335,NA,NA,0.53,NA,NA,NA
Estacade,2000,9,15.55,35.352,5.865,NA,0.515,3.055,0.415,0.225,3.855,NA,NA,0.3,NA,NA,NA
Estacade,2000,10,14.35,35.4455,5.565,NA,0.39,6.49,0.64,0.46,4.11,NA,NA,0.37,NA,NA,NA
Estacade,2000,11,12.025,35.1655,6.01,NA,0.265,10.91,0.385,0.61,4.285,NA,NA,0.355,NA,NA,NA
Estacade,2000,12,11.45,34.984,6.07,NA,0.34,13.785,0.335,0.5,5.435,NA,NA,0.29,NA,NA,NA
Estacade,2001,1,10.525,34.12,6.15,8.17,0.255,16.3,0.14,0.365,8.5,NA,1.15,0.22,NA,NA,NA
Estacade,2001,2,10.45,34.1495,6.34,8.1,0.28,17.05,0.175,0.39,6.55,NA,1.45,0.185,NA,NA,NA
Estacade,2001,3,9.825,34.1805,6.35,8.115,0.23,14.85,0.34,0.385,5.7,109,1.95,0.345,NA,NA,NA
Estacade,2001,4,11.55,34.6,6.595,8.18,0.255,9.05,0.68,0.49,2.6,185.3,3.3,0.5,NA,NA,NA
Estacade,2001,5,12.7,34.726,6.83,8.2,0.24,2.1,0.62,0.18,1.3,333.2,16,0.81,NA,NA,NA
Estacade,2001,6,15.1,35.165,6.705,8.265,0.285,0.3,0.07,0.145,1,312.6,3.25,1.9,NA,NA,NA
Estacade,2001,7,17.1,35.2395,6.275,8.175,0.06,0.65,0.085,0.135,2.3,425.45,3.55,1.45,NA,NA,NA
Estacade,2001,8,16.95,35.316,6.3,8.21,0.225,0.7,0.13,0.08,2.2,277.75,6.3,0.81,NA,NA,NA
Estacade,2001,9,16.1,35.3375,6.35,8.205,0.285,1.05,0.185,0.095,2.75,182.75,2.85,0.625,NA,NA,NA
Estacade,2001,10,14.825,35.274,5.71,8.13,0.37,4.55,0.7,0.18,3.75,235.7,6.3,0.49,NA,NA,NA
Estacade,2001,11,12.9,35.469,5.805,8.05,0.405,6.5,0.715,0.235,3.8,235.85,3.25,0.47,NA,NA,NA
Estacade,2001,12,11.8,35.332,6.065,8.095,0.185,9.1,0.215,0.27,4.45,149.4,3.3,0.36,NA,NA,NA
Estacade,2002,1,9.95,35.3195,6.345,8.09,0.21,9.8,0.205,0.305,3.9,252.59,5.6,0.465,NA,NA,NA
Estacade,2002,2,10.15,35.163,6.63,8.195,0.33,11.85,0.245,0.35,4.3,358.54,18.8,0.56,NA,NA,NA
Estacade,2002,3,10.66,35.24,6.425,8.25,0.22,10.9,0.22,0.32,3.7,250.31,9.45,0.585,NA,NA,NA
Estacade,2002,4,11.675,35.1915,6.935,8.255,0.19,5.65,0.185,0.205,1.95,335.415,5.65,0.88,NA,NA,NA
Estacade,2002,5,12.975,35.2085,7.265,8.365,0.2,0.85,0.08,0.035,0.65,400.975,6.2,4.475,NA,NA,NA
Estacade,2002,6,14.2,35.0655,6.59,8.315,0.24,0.9,0.12,0.03,1.5,193.04,2.95,1.34,NA,NA,NA
Estacade,2002,7,15.1,35.2985,6.46,8.255,0.24,0.35,0.095,0.025,1.3,218.205,5.1,1.185,NA,NA,NA
Estacade,2002,8,15.8,35.234,5.83,8.215,0.445,0.7,0.155,0.1,1.65,156.415,7.1,1.225,NA,NA,NA
Estacade,2002,9,16.6,35.286,5.915,8.255,0.295,0.55,0.165,0.08,2.35,162.8,1.9,1.13,NA,NA,NA
Estacade,2002,10,14.3,35.315,5.57,8.12,0.57,4.6,0.56,0.22,3.6,127.9,4.1,0.95,NA,NA,NA
Estacade,2002,11,13.025,35.1905,5.82,8.125,0.385,8.55,0.385,0.295,4,192.07,4.65,0.61,NA,NA,NA
Estacade,2002,12,10.1,35.088,6.05,8.11,0.65,12.4,0.29,0.3,5.6,151.06,6.1,0.53,NA,NA,NA
Estacade,2003,1,9.28,34.97,6.45,8.2,0.28,10,0.14,0.36,4.9,172.54,6.2,0.5,NA,NA,NA
Estacade,2003,2,9.51,34.856,6.61,8.125,0.325,11.25,0.165,0.33,4.7,118.7085,4,0.565,NA,NA,NA
Estacade,2003,3,10.34,34.813,6.67,8.115,0.3,9.85,0.21,0.315,4.05,80.571,4.65,0.76,NA,NA,NA
Estacade,2003,4,10.805,34.765,6.69,8.215,0.2,5.2,0.205,0.19,3.1,120.761,3.05,1.3,NA,NA,NA
Estacade,2003,5,12.35,34.6855,6.35,8.25,0.35,2.45,0.17,0.155,1.7,252.3485,5.85,5.325,NA,NA,NA
Estacade,2003,6,15.14,34.8365,6.68,8.33,0.385,1.05,0.15,0.145,2.05,360.546,3.15,2.945,NA,NA,NA
Estacade,2003,7,16.05,35.0725,6.4,8.2,0.24,0.6,0.135,0.275,2.75,264.328,4.35,1.38,NA,NA,NA
Estacade,2003,8,16.5,35.2495,6.025,8.15,0.34,1.25,0.33,0.17,3.6,203.6305,2.4,1.275,NA,NA,NA
Estacade,2003,9,16.25,35.4015,5.74,8.115,0.295,1.95,0.425,0.16,3.35,140.8145,1.95,0.84,NA,NA,NA
Estacade,2003,10,14.74,35.369,5.785,8.085,0.455,4.1,0.79,0.195,3.5,177.038,3.35,0.985,NA,NA,NA
Estacade,2003,11,13,35.489,5.865,8.04,0.365,6.7,0.475,0.26,3.8,305.0655,5.4,0.75,NA,NA,NA
Estacade,2003,12,11.25,35.38,5.99,8.025,0.39,8.4,0.3,0.26,4.15,168.661,5.85,0.415,NA,NA,NA
Estacade,2004,1,10.175,35.147,6.21,8.05,0.315,8.1,0.185,0.245,3.75,129.95,3.35,0.46,NA,NA,NA
Estacade,2004,2,10.38,35.186,6.65,8.08,0.22,7.5,0.17,0.21,3.3,78.7,3.1,0.32,NA,NA,NA
Estacade,2004,3,8.95,35.075,6.88,8.1,0.23,7.6,0.24,0.21,3.2,111.8,3.4,0.66,NA,NA,NA
Estacade,2004,4,11.25,34.801,7.58,8.21,0.22,2.9,0.17,0.05,0.8,139.4,3.4,1.39,NA,NA,NA
Estacade,2004,5,12.53,34.9,6.945,8.15,0.285,2.25,0.14,0.045,1.25,175.55,2.3,1.29,NA,NA,NA
Estacade,2004,6,14.425,35.09,6.39,8.18,0.2,1.15,0.135,0.055,2.25,187.9,20.1,1.38,NA,NA,NA
Estacade,2004,7,15.815,35.065,6.75,8.17,0.28,0.4,0.07,0.035,1.65,184.9,14.6,1.43,NA,NA,NA
Estacade,2004,8,16.125,35.213,6,8.085,0.34,0.7,0.16,0.09,2.1,269.45,7.1,0.72,NA,NA,NA
Estacade,2004,9,16.6,35.3805,5.61,8.04,0.495,1.95,0.24,0.14,3.05,268.45,16.55,1.09,NA,NA,NA
Estacade,2004,10,14.595,35.3535,5.54,8.045,0.475,4.35,0.68,0.205,3.85,186.3,1.8,0.505,NA,NA,NA
Estacade,2004,11,13.115,35.296,5.575,8.005,0.465,6.7,0.625,0.295,3.85,111.1,4.7,0.49,NA,NA,NA
Estacade,2004,12,11.78,35.287,5.985,8.045,0.36,7.15,0.2,0.35,3.95,208,26,0.52,NA,NA,NA
Estacade,2005,1,10.875,35.2495,6.42,8.055,0.51,9.2,0.2,0.43,4.75,326.4,20.8,0.295,NA,NA,NA
Estacade,2005,2,9.765,35.289,6.34,8.03,0.175,7.9,0.145,0.38,4.05,97,2.1,0.39,NA,NA,NA
Estacade,2005,3,9.24,35.242,6.52,8.075,0.255,7.15,0.16,0.32,3.5,115.15,2.3,0.645,NA,NA,NA
Estacade,2005,4,11.11,35.338,6.92,8.195,0.25,1.15,0.08,0.11,1,200.9,3.05,1.325,NA,NA,NA
Estacade,2005,5,12.83,35.294,7.23,8.22,0.26,0.2,0.04,0.11,0.9,154.2,3.4,1.14,NA,NA,NA
Estacade,2005,6,14.975,35.271,6.735,8.21,0.16,0.15,0.035,0.085,1.35,226.35,3.15,1.005,NA,NA,NA
Estacade,2005,7,15.875,35.278,6.43,8.16,0.195,0.25,0.045,0.085,1.15,252.2,1.9,1.19,NA,NA,NA
Estacade,2005,8,16.425,35.316,6.245,8.145,0.21,0.35,0.065,0.13,2,172.4,1.75,0.995,NA,NA,NA
Estacade,2005,9,15.775,35.313,5.705,8.11,0.28,0.55,0.16,0.175,1.9,184.25,1.8,0.815,NA,NA,NA
Estacade,2005,10,14.74,35.333,5.41,8.02,0.59,4.35,0.48,0.365,3.65,234.5,9.1,0.45,NA,NA,NA
Estacade,2005,11,12.85,35.3085,5.795,8.07,0.355,6.05,0.42,0.46,4,166.15,5,0.26,NA,NA,NA
Estacade,2005,12,11.075,35.2875,5.915,8.055,0.33,7.3,0.185,0.39,4.25,162.75,19.6,0.095,NA,NA,NA
Estacade,2006,1,9.5,35.226,6.265,8.055,0.275,7.7,0.18,0.3,3.9,118.1,2,0.215,NA,NA,NA
Estacade,2006,2,8.465,34.678,6.525,8.02,0.635,13.55,0.235,0.355,5.6,145.65,16.55,0.48,NA,NA,NA
Estacade,2006,3,8,35.103,6.515,8.035,0.265,11.95,0.235,0.275,4.5,184.9,2.65,0.72,NA,NA,NA
Estacade,2006,4,10,35.015,6.965,8.105,0.24,7.05,0.16,0.155,3.55,157.95,2.1,0.97,NA,NA,NA
Estacade,2006,5,11.1,34.9675,6.72,8.12,0.345,4.35,0.15,0.115,1.95,213.35,2.95,1.325,NA,NA,NA
Estacade,2006,6,14.35,35.143,7.295,8.26,0.18,0.3,0.03,0.1,1.3,403.8,5.85,2.585,NA,NA,NA
Estacade,2006,7,15.65,35.2415,6.9,8.18,0.33,0.35,0.055,0.095,1.95,192.85,3.9,0.825,NA,NA,NA
Estacade,2006,8,15.825,35.397,5.71,8.075,0.54,1.4,0.305,0.175,2.05,166.85,3.2,1,NA,NA,NA
Estacade,2006,9,16.05,35.3655,5.6,8.02,0.505,1.55,0.345,0.165,2.25,249.1,4.05,0.865,NA,NA,NA
Estacade,2006,10,15.7,35.342,5.52,8.04,0.62,4.2,0.5,0.21,3.2,141.1,2.4,0.76,NA,NA,NA
Estacade,2006,11,14.55,35.2735,5.63,8.04,0.41,5.7,0.565,0.245,3.25,169.7,5.85,0.52,NA,NA,NA
Estacade,2006,12,13.4,35.145,6.09,8.08,0.33,8.6,0.21,0.31,4,172.4,3.7,0.38,NA,NA,NA
Estacade,2007,1,11.7,35.25,6.245,8.085,0.345,9.45,0.205,0.325,4.2,143.25,4.95,0.385,NA,NA,NA
Estacade,2007,2,10.5,35.123,6.42,8.075,0.39,13.9,0.225,0.36,4.35,396.7,6.8,0.975,NA,NA,NA
Estacade,2007,3,11.225,35.2465,6.6,8.12,0.28,8.65,0.095,0.325,3.15,108.05,2.9,0.625,NA,NA,NA
Estacade,2007,4,12.425,35.2905,7.18,8.18,0.25,4.15,0.075,0.18,1.75,200.6,2.5,1.69,NA,NA,NA
Estacade,2007,5,13.85,35.279,6.545,8.125,0.22,3.45,0.03,0.135,2.2,245.55,3.95,1.25,NA,NA,NA
Estacade,2007,6,14.6,35.216,6.435,8.195,0.24,0.85,0.015,0.07,1.8,199.25,2.7,1.46,NA,NA,NA
Estacade,2007,7,16.075,35.2575,6.715,8.225,0.205,0.25,0.01,0.065,1.6,257.8,1.65,1.775,NA,NA,NA
Estacade,2007,8,16.625,35.287,5.9,8.125,0.39,0.4,0.005,0.125,1.95,299.15,1.95,1.5,NA,NA,NA
Estacade,2007,9,16.325,35.3335,5.98,8.115,0.335,0.9,0.095,0.15,2.35,131.25,3.6,0.965,NA,NA,NA
Estacade,2007,10,15.3,35.3325,5.67,8.07,1.405,3.35,0.44,0.275,3.95,109.9,2.1,0.54,NA,NA,NA
Estacade,2007,11,13.01,35.385,5.76,8.045,0.31,5.85,0.33,0.355,3.7,126.65,3.5,0.56,NA,NA,NA
Estacade,2007,12,11.125,35.3055,6.125,8.025,0.39,9.3,0.315,0.545,4.4,417.6,8.65,0.575,NA,NA,NA
Estacade,2008,1,10.175,35.3705,6.135,8.07,0.34,9.35,0.13,0.45,3.7,153.2,3.35,0.385,NA,NA,NA
Estacade,2008,2,10.2,35.29,6.38,8.03,0.26,10.3,0.15,0.45,3.6,155.1,2.7,0.65,NA,NA,NA
Estacade,2008,3,10.35,34.919,6.43,8.05,0.3,9.5,0.2,0.39,5.5,218.4,4.2,0.88,NA,NA,NA
Estacade,2008,4,10.85,35.088,6.51,8.06,0.25,10.1,0.26,0.43,4.9,236,5.9,1.3,NA,NA,NA
Estacade,2008,5,13.15,35.1555,7.16,8.16,0.25,0.65,0.055,0.155,1.55,263.25,4.95,1.45,NA,NA,NA
Estacade,2008,6,15.325,35.013,6.16,8.155,0.305,1,0.225,0.14,2.05,197.8,4.9,1.235,NA,NA,NA
Estacade,2008,7,15.775,35.091,6.32,8.1,0.355,1.35,0.25,0.145,1.75,219.8,4.6,1.335,NA,NA,NA
Estacade,2008,8,16.25,35.163,5.695,8.07,0.58,2.35,0.36,0.295,2.5,263.3,2.85,1.02,NA,NA,NA
Estacade,2008,9,15.85,NA,5.665,8.04,0.45,2.9,0.49,0.315,2.9,216.75,2.7,0.91,NA,NA,NA
Estacade,2008,10,14.75,35.202,5.915,8.02,0.405,5.7,0.385,0.395,2.9,222.3,2.6,0.75,NA,NA,NA
Estacade,2008,11,13,35.2415,5.675,8.01,0.405,6.95,0.255,0.445,3,186.25,3,0.49,NA,NA,NA
Estacade,2008,12,10.475,35.1425,6.235,8.025,0.37,9.8,0.17,0.49,3.6,191.75,6.75,0.47,NA,NA,NA
Estacade,2009,1,8.64,35.1875,6.555,8.06,0.355,10.7,0.155,0.51,3.85,143.15,4.6,0.56,4.225,-22.125,8.115
Estacade,2009,2,8.65,35.0255,6.525,8.02,0.3,10.65,0.16,0.49,5.45,126.45,2.95,0.45,5.605,-23.825,9.025
Estacade,2009,3,9.45,34.816,6.88,8.075,0.23,9.8,0.17,0.41,5.7,276.5,2.8,0.9,6.97,-22.95,6.135
Estacade,2009,4,10.35,34.92,6.755,8.105,0.445,5.45,0.175,0.215,2.65,170.3,2.35,1.885,5.31,-21.105,5
Estacade,2009,5,12.125,35.035,6.94,8.155,0.315,1.9,0.125,0.17,1.95,248.7,8.25,2.135,7.065,-21.715,6.145
Estacade,2009,6,14.05,35.221,7.07,8.16,0.22,1.1,0.11,0.18,2.6,169.55,2.9,1.37,8.08,-21.995,6.035
Estacade,2009,7,15.5,35.318,6.35,8.12,0.2,0.4,0.07,0.15,1.9,151.2,2.1,1.17,8.58,-23.74,6.53
Estacade,2009,8,16.34,35.326,5.835,8.06,0.35,1.35,0.26,0.175,1.85,167.6,2.85,1.135,7.18,-21.465,6.355
Estacade,2009,9,16.6,35.3275,5.885,8.07,0.52,1.3,0.25,0.255,3.6,189.25,1.35,1.76,7.975,-22.26,6.395
Estacade,2009,10,15.39,35.2915,5.63,8.035,0.445,4.75,0.455,0.355,3,124.7,2.15,0.575,7.34,-21.8,6.59
Estacade,2009,11,12.6,35.1635,5.975,8.025,0.57,8.7,0.335,0.51,4.5,315.8,4.55,0.8,6.38,-21.09,7.24
Estacade,2009,12,11.175,35.141,6.09,8.06,0.265,10.6,0.16,0.53,4.55,113.7,2.7,0.315,6.265,-21.84,7.405
Estacade,2010,1,9.075,35.172,6.4,8.04,0.205,9.85,0.155,0.415,4.15,90.5695,1.5,0.305,6.5245,-22.301,7.9785
Estacade,2010,2,8.7,35.0825,6.415,8.08,0.265,10.7,0.175,0.345,4.7,91.5225,2.7,0.295,7.98,-23.1165,8.526
Estacade,2010,3,8.45,34.7965,6.755,8.055,0.305,12,0.185,0.285,5,152.9965,2.15,0.62,7.283,-22.051,6.728
Estacade,2010,4,10.175,34.8355,6.995,8.115,0.225,5.7,0.14,0.175,2.55,97,4.6,0.5,5.4665,-21.4965,6.907
Estacade,2010,5,11.75,34.984,7.02,8.165,0.545,2.375,0.17,0.15,1.885,127.208,0.35,0.905,6.1235,-21.6735,6.2375
